Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"FS","Données de la sécurité alimentaire","126","Lituanie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","35390","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","126","Lituanie","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20172019","2017-2019","%","<2.5","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","126","Lituanie","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NR","Non rapportée",""
"FS","Données de la sécurité alimentaire","126","Lituanie","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","1.1","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","126","Lituanie","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","10.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","126","Lituanie","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","<0.1","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","126","Lituanie","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","0.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","126","Lituanie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.75","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","256","Luxembourg","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20172019","2017-2019","%","128","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","256","Luxembourg","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","Kcal/personne/jour","3306","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","256","Luxembourg","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2018","2018","pour 100 km carrés de surface totale du pays","11.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","256","Luxembourg","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","114110","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","256","Luxembourg","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20172019","2017-2019","%","<2.5","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","256","Luxembourg","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NR","Non rapportée",""
"FS","Données de la sécurité alimentaire","256","Luxembourg","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","0.9","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","256","Luxembourg","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","3.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","256","Luxembourg","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","<0.1","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","256","Luxembourg","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","<0.1","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","256","Luxembourg","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","1.37","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","154","Macédoine du Nord","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20172019","2017-2019","%","120","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","154","Macédoine du Nord","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","Kcal/personne/jour","3010","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","154","Macédoine du Nord","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2018","2018","pour 100 km carrés de surface totale du pays","2.7","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","154","Macédoine du Nord","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","15944","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","154","Macédoine du Nord","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20172019","2017-2019","%","3.1","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","154","Macédoine du Nord","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","<0.1","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","154","Macédoine du Nord","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","3.2","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","154","Macédoine du Nord","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","14.4","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","154","Macédoine du Nord","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","0.1","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","154","Macédoine du Nord","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","0.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","154","Macédoine du Nord","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.2","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","129","Madagascar","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20172019","2017-2019","%","88","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","129","Madagascar","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","Kcal/personne/jour","1919","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","129","Madagascar","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","1613.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","129","Madagascar","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20172019","2017-2019","%","41.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","129","Madagascar","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","11","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","129","Madagascar","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","129","Madagascar","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","129","Madagascar","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","129","Madagascar","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","129","Madagascar","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.52","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","129","Madagascar","6121","Valeur","21026","Pourcentage des enfants de moins de 5 ans émaciés (%)","2018","2018","%","6.4","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","129","Madagascar","6121","Valeur","21025","Pourcentage des enfants de moins de 5 ans présentant un retard de croissance (%)","2018","2018","%","41.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","129","Madagascar","6121","Valeur","21041","Prévalence de l'excès pondéral chez l’enfant (de moins de 5 ans)","2018","2018","%","1.4","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","129","Madagascar","6121","Valeur","21044","Allaitement exclusif au sein du nourrisson de 0 à 5 mois","2018","2018","%","50.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","131","Malaisie","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20172019","2017-2019","%","121","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","131","Malaisie","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","Kcal/personne/jour","2904","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","131","Malaisie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","27536.9","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","131","Malaisie","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20172019","2017-2019","%","3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","131","Malaisie","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","0.9","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","131","Malaisie","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","6.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","131","Malaisie","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","15.1","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","131","Malaisie","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","2.1","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","131","Malaisie","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","4.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","131","Malaisie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.24","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","130","Malawi","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20172019","2017-2019","%","111","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","130","Malawi","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","Kcal/personne/jour","2424","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","130","Malawi","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","1042.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","130","Malawi","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20172019","2017-2019","%","18.8","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","130","Malawi","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","3.4","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","130","Malawi","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","51.8","","Donnée officielle","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","130","Malawi","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","82.2","","Donnée officielle","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","130","Malawi","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","9.4","","Donnée officielle","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","130","Malawi","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","14.9","","Donnée officielle","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","130","Malawi","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.33","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","130","Malawi","6121","Valeur","21026","Pourcentage des enfants de moins de 5 ans émaciés (%)","2018","2018","%","1.3","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","130","Malawi","6121","Valeur","21025","Pourcentage des enfants de moins de 5 ans présentant un retard de croissance (%)","2018","2018","%","39","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","130","Malawi","6121","Valeur","21041","Prévalence de l'excès pondéral chez l’enfant (de moins de 5 ans)","2018","2018","%","2.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","132","Maldives","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20172019","2017-2019","%","92","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","132","Maldives","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","Kcal/personne/jour","2276","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","132","Maldives","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","18508.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","132","Maldives","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20172019","2017-2019","%","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","132","Maldives","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","132","Maldives","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","132","Maldives","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","132","Maldives","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","132","Maldives","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","132","Maldives","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","133","Mali","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20172019","2017-2019","%","135","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","133","Mali","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","Kcal/personne/jour","2864","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","133","Mali","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","2283.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","133","Mali","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20172019","2017-2019","%","5.1","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","133","Mali","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","1","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","133","Mali","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","133","Mali","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","133","Mali","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","133","Mali","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","133","Mali","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-2.05","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","133","Mali","6121","Valeur","21026","Pourcentage des enfants de moins de 5 ans émaciés (%)","2018","2018","%","9","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","133","Mali","6121","Valeur","21025","Pourcentage des enfants de moins de 5 ans présentant un retard de croissance (%)","2018","2018","%","26.9","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","133","Mali","6121","Valeur","21041","Prévalence de l'excès pondéral chez l’enfant (de moins de 5 ans)","2018","2018","%","2","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","133","Mali","6121","Valeur","21044","Allaitement exclusif au sein du nourrisson de 0 à 5 mois","2018","2018","%","40.2","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","134","Malte","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20172019","2017-2019","%","137","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","134","Malte","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","Kcal/personne/jour","3452","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","134","Malte","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","43064","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","134","Malte","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20172019","2017-2019","%","<2.5","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","134","Malte","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NR","Non rapportée",""
"FS","Données de la sécurité alimentaire","134","Malte","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","0.8","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","134","Malte","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","4.4","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","134","Malte","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","<0.1","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","134","Malte","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","<0.1","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","134","Malte","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","1.29","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","143","Maroc","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20172019","2017-2019","%","141","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","143","Maroc","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","Kcal/personne/jour","3358","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","143","Maroc","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2018","2018","pour 100 km carrés de surface totale du pays","0.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","143","Maroc","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","7437.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","143","Maroc","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20172019","2017-2019","%","4.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","143","Maroc","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","1.6","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","143","Maroc","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","143","Maroc","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","25.9","","Donnée officielle","Official estimate"
"FS","Données de la sécurité alimentaire","143","Maroc","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","143","Maroc","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","9.3","","Donnée officielle","Official estimate"
"FS","Données de la sécurité alimentaire","143","Maroc","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.33","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","137","Maurice","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20172019","2017-2019","%","126","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","137","Maurice","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","Kcal/personne/jour","3088","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","137","Maurice","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","22208.2","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","137","Maurice","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20172019","2017-2019","%","5.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","137","Maurice","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","<0.1","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","137","Maurice","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","6.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","137","Maurice","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","20.5","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","137","Maurice","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","0.1","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","137","Maurice","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","0.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","137","Maurice","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.87","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","136","Mauritanie","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20172019","2017-2019","%","125","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","136","Mauritanie","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","Kcal/personne/jour","2836","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","136","Mauritanie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","5042.4","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","136","Mauritanie","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20172019","2017-2019","%","11.9","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","136","Mauritanie","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","0.5","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","136","Mauritanie","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","22.4","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","136","Mauritanie","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","44.8","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","136","Mauritanie","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","1","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","136","Mauritanie","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","2","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","136","Mauritanie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.67","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","136","Mauritanie","6121","Valeur","21026","Pourcentage des enfants de moins de 5 ans émaciés (%)","2018","2018","%","11.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","136","Mauritanie","6121","Valeur","21025","Pourcentage des enfants de moins de 5 ans présentant un retard de croissance (%)","2018","2018","%","22.8","X","Sources internationales sûres",""
